InvoiceNo,StockCode,ProductName,Category,Quantity,UnitPrice,TotalSales,InvoiceDate,CustomerID,CustomerName,Country,PaymentMethod
INV100905,P007,Monitor,Electronics,1,150.0,150.0,2025-06-03 18:46:00,1133,Customer_1133,Germany,UPI
INV100906,P009,Bluetooth Speaker,Electronics,9,39.99,359.91,2025-04-17 18:43:00,1004,Customer_1004,UK,UPI
INV100907,P002,Keyboard,Electronics,3,25.5,76.5,2025-01-16 10:24:00,1071,Customer_1071,Germany,Net Banking
INV100908,P003,USB Cable,Accessories,10,5.99,59.9,2025-07-19 05:38:00,1155,Customer_1155,India,UPI
INV100909,P006,Webcam,Electronics,1,55.0,55.0,2025-07-31 02:31:00,1069,Customer_1069,USA,UPI
INV100910,P008,Power Bank,Accessories,5,29.99,149.95,2025-09-26 09:11:00,1055,Customer_1055,India,UPI
INV100911,P001,Wireless Mouse,Electronics,4,15.99,63.96,2025-08-16 16:01:00,1023,Customer_1023,Canada,Net Banking
INV100912,P003,USB Cable,Accessories,4,5.99,23.96,2025-09-05 23:55:00,1087,Customer_1087,Australia,UPI
INV100913,P006,Webcam,Electronics,3,55.0,165.0,2025-02-20 16:43:00,1196,Customer_1196,USA,Debit Card
INV100914,P001,Wireless Mouse,Electronics,8,15.99,127.92,2025-09-25 03:00:00,1099,Customer_1099,UK,Credit Card
INV100915,P010,Desk Lamp,Home,2,22.5,45.0,2025-08-28 01:06:00,1085,Customer_1085,Australia,UPI
INV100916,P001,Wireless Mouse,Electronics,10,15.99,159.9,2025-06-09 20:57:00,1194,Customer_1194,USA,UPI
INV100917,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-05-22 17:20:00,1073,Customer_1073,Canada,Credit Card
INV100918,P005,Headphones,Electronics,3,45.99,137.97,2025-05-21 03:00:00,1040,Customer_1040,Australia,Net Banking
INV100919,P009,Bluetooth Speaker,Electronics,2,39.99,79.98,2025-10-05 11:35:00,1052,Customer_1052,UK,UPI
INV100920,P003,USB Cable,Accessories,5,5.99,29.95,2025-05-06 05:04:00,1146,Customer_1146,UK,Net Banking
INV100921,P006,Webcam,Electronics,9,55.0,495.0,2025-01-26 04:01:00,1113,Customer_1113,Canada,Credit Card
INV100922,P002,Keyboard,Electronics,7,25.5,178.5,2025-02-14 13:25:00,1013,Customer_1013,USA,Net Banking
INV100923,P010,Desk Lamp,Home,8,22.5,180.0,2025-07-02 09:21:00,1157,Customer_1157,USA,Net Banking
INV100924,P002,Keyboard,Electronics,8,25.5,204.0,2025-03-09 02:52:00,1145,Customer_1145,Germany,PayPal
INV100925,P002,Keyboard,Electronics,8,25.5,204.0,2025-12-17 20:45:00,1079,Customer_1079,Canada,PayPal
INV100926,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-11-12 08:58:00,1036,Customer_1036,UK,PayPal
INV100927,P003,USB Cable,Accessories,6,5.99,35.94,2025-08-21 15:01:00,1083,Customer_1083,India,PayPal
INV100928,P002,Keyboard,Electronics,6,25.5,153.0,2025-08-25 05:18:00,1122,Customer_1122,UK,Net Banking
INV100929,P010,Desk Lamp,Home,3,22.5,67.5,2025-02-22 12:52:00,1130,Customer_1130,Germany,Credit Card
INV100930,P006,Webcam,Electronics,9,55.0,495.0,2025-02-06 09:34:00,1166,Customer_1166,Canada,PayPal
INV100931,P010,Desk Lamp,Home,7,22.5,157.5,2025-11-14 07:35:00,1061,Customer_1061,USA,PayPal
INV100932,P007,Monitor,Electronics,2,150.0,300.0,2025-04-17 22:37:00,1087,Customer_1087,Canada,PayPal
INV100933,P010,Desk Lamp,Home,6,22.5,135.0,2025-12-22 07:11:00,1139,Customer_1139,Germany,Credit Card
INV100934,P010,Desk Lamp,Home,8,22.5,180.0,2025-10-31 19:29:00,1029,Customer_1029,UK,Net Banking
INV100935,P002,Keyboard,Electronics,8,25.5,204.0,2025-06-07 12:04:00,1045,Customer_1045,Australia,Credit Card
INV100936,P010,Desk Lamp,Home,7,22.5,157.5,2025-09-11 20:42:00,1083,Customer_1083,India,Credit Card
INV100937,P004,Laptop Stand,Accessories,3,35.0,105.0,2025-11-22 00:48:00,1148,Customer_1148,USA,Debit Card
INV100938,P008,Power Bank,Accessories,9,29.99,269.91,2025-07-19 19:36:00,1074,Customer_1074,Canada,Debit Card
INV100939,P004,Laptop Stand,Accessories,6,35.0,210.0,2025-10-19 21:19:00,1076,Customer_1076,Canada,UPI
INV100940,P002,Keyboard,Electronics,10,25.5,255.0,2025-11-10 16:25:00,1002,Customer_1002,USA,UPI
INV100941,P001,Wireless Mouse,Electronics,6,15.99,95.94,2025-01-28 00:45:00,1140,Customer_1140,Australia,UPI
INV100942,P002,Keyboard,Electronics,5,25.5,127.5,2025-05-01 13:44:00,1007,Customer_1007,Australia,PayPal
INV100943,P006,Webcam,Electronics,7,55.0,385.0,2025-07-15 13:34:00,1103,Customer_1103,USA,Debit Card
INV100944,P008,Power Bank,Accessories,3,29.99,89.97,2025-10-12 12:53:00,1048,Customer_1048,UK,PayPal
INV100945,P003,USB Cable,Accessories,5,5.99,29.95,2025-03-06 04:00:00,1171,Customer_1171,India,Credit Card
INV100946,P003,USB Cable,Accessories,8,5.99,47.92,2025-08-12 04:05:00,1168,Customer_1168,USA,PayPal
INV100947,P008,Power Bank,Accessories,10,29.99,299.9,2025-11-16 05:29:00,1108,Customer_1108,Australia,PayPal
INV100948,P009,Bluetooth Speaker,Electronics,8,39.99,319.92,2025-07-01 07:11:00,1098,Customer_1098,Canada,Net Banking
INV100949,P001,Wireless Mouse,Electronics,10,15.99,159.9,2025-05-02 22:32:00,1127,Customer_1127,UK,PayPal
INV100950,P009,Bluetooth Speaker,Electronics,10,39.99,399.9,2025-01-18 01:36:00,1093,Customer_1093,Canada,UPI
INV100951,P002,Keyboard,Electronics,10,25.5,255.0,2025-12-20 02:09:00,1123,Customer_1123,Germany,Net Banking
INV100952,P005,Headphones,Electronics,8,45.99,367.92,2025-02-10 16:56:00,1132,Customer_1132,Australia,Credit Card
INV100953,P004,Laptop Stand,Accessories,8,35.0,280.0,2025-12-06 21:04:00,1161,Customer_1161,Germany,Net Banking
INV100954,P010,Desk Lamp,Home,5,22.5,112.5,2025-01-28 10:34:00,1156,Customer_1156,India,PayPal
INV100955,P008,Power Bank,Accessories,9,29.99,269.91,2025-10-21 23:21:00,1120,Customer_1120,Canada,UPI
INV100956,P005,Headphones,Electronics,5,45.99,229.95,2025-01-19 22:59:00,1042,Customer_1042,Australia,UPI
INV100957,P010,Desk Lamp,Home,5,22.5,112.5,2025-11-19 15:37:00,1015,Customer_1015,USA,Net Banking
INV100958,P001,Wireless Mouse,Electronics,5,15.99,79.95,2025-11-16 00:18:00,1188,Customer_1188,Canada,Credit Card
INV100959,P003,USB Cable,Accessories,9,5.99,53.91,2025-05-23 08:08:00,1019,Customer_1019,Australia,UPI
INV100960,P005,Headphones,Electronics,5,45.99,229.95,2025-02-27 19:11:00,1003,Customer_1003,Australia,Debit Card
INV100961,P008,Power Bank,Accessories,6,29.99,179.94,2025-05-14 22:15:00,1044,Customer_1044,Canada,Debit Card
INV100962,P009,Bluetooth Speaker,Electronics,1,39.99,39.99,2025-02-13 04:38:00,1087,Customer_1087,USA,PayPal
INV100963,P007,Monitor,Electronics,7,150.0,1050.0,2025-12-05 14:46:00,1060,Customer_1060,Germany,Debit Card
INV100964,P004,Laptop Stand,Accessories,10,35.0,350.0,2025-06-26 01:41:00,1187,Customer_1187,UK,Credit Card
INV100965,P001,Wireless Mouse,Electronics,3,15.99,47.97,2025-07-24 15:19:00,1118,Customer_1118,Canada,Net Banking
INV100966,P004,Laptop Stand,Accessories,7,35.0,245.0,2025-12-28 12:30:00,1174,Customer_1174,UK,Debit Card
INV100967,P009,Bluetooth Speaker,Electronics,7,39.99,279.93,2025-05-28 14:24:00,1003,Customer_1003,Germany,UPI
INV100968,P009,Bluetooth Speaker,Electronics,1,39.99,39.99,2025-09-30 20:22:00,1024,Customer_1024,Canada,Net Banking
INV100969,P005,Headphones,Electronics,6,45.99,275.94,2025-05-17 03:16:00,1069,Customer_1069,Germany,Net Banking
INV100970,P007,Monitor,Electronics,8,150.0,1200.0,2025-12-12 23:15:00,1197,Customer_1197,Germany,Net Banking
INV100971,P004,Laptop Stand,Accessories,9,35.0,315.0,2025-12-13 22:11:00,1086,Customer_1086,UK,Net Banking
INV100972,P001,Wireless Mouse,Electronics,1,15.99,15.99,2025-01-07 13:06:00,1017,Customer_1017,Australia,Credit Card
INV100973,P008,Power Bank,Accessories,6,29.99,179.94,2025-05-26 08:12:00,1056,Customer_1056,India,Credit Card
INV100974,P010,Desk Lamp,Home,2,22.5,45.0,2025-11-01 21:57:00,1014,Customer_1014,USA,Net Banking
INV100975,P002,Keyboard,Electronics,2,25.5,51.0,2025-11-06 04:24:00,1022,Customer_1022,Germany,Net Banking
INV100976,P003,USB Cable,Accessories,2,5.99,11.98,2025-04-05 08:18:00,1178,Customer_1178,Canada,Credit Card
INV100977,P008,Power Bank,Accessories,5,29.99,149.95,2025-08-07 22:57:00,1196,Customer_1196,Germany,UPI
INV100978,P005,Headphones,Electronics,3,45.99,137.97,2025-02-07 08:49:00,1199,Customer_1199,India,PayPal
INV100979,P007,Monitor,Electronics,6,150.0,900.0,2025-05-13 08:11:00,1015,Customer_1015,Canada,Credit Card
INV100980,P008,Power Bank,Accessories,4,29.99,119.96,2025-07-21 05:41:00,1156,Customer_1156,Canada,Credit Card
INV100981,P003,USB Cable,Accessories,9,5.99,53.91,2025-08-09 06:39:00,1196,Customer_1196,Germany,Credit Card
INV100982,P008,Power Bank,Accessories,5,29.99,149.95,2025-01-18 02:04:00,1026,Customer_1026,Australia,UPI
INV100983,P008,Power Bank,Accessories,1,29.99,29.99,2025-03-18 20:40:00,1127,Customer_1127,India,Credit Card
INV100984,P007,Monitor,Electronics,5,150.0,750.0,2025-12-25 10:57:00,1038,Customer_1038,Canada,Net Banking
INV100985,P001,Wireless Mouse,Electronics,9,15.99,143.91,2025-09-09 15:27:00,1181,Customer_1181,Canada,Credit Card
INV100986,P009,Bluetooth Speaker,Electronics,4,39.99,159.96,2025-07-16 22:52:00,1000,Customer_1000,Canada,Credit Card
INV100987,P010,Desk Lamp,Home,9,22.5,202.5,2025-06-20 21:19:00,1091,Customer_1091,Canada,Credit Card
INV100988,P002,Keyboard,Electronics,6,25.5,153.0,2025-06-24 02:53:00,1136,Customer_1136,Canada,UPI
INV100989,P004,Laptop Stand,Accessories,3,35.0,105.0,2025-01-21 12:42:00,1141,Customer_1141,USA,UPI
INV100990,P007,Monitor,Electronics,2,150.0,300.0,2025-12-19 11:31:00,1161,Customer_1161,India,PayPal
INV100991,P004,Laptop Stand,Accessories,3,35.0,105.0,2025-04-09 00:46:00,1009,Customer_1009,Australia,Debit Card
INV100992,P008,Power Bank,Accessories,7,29.99,209.93,2025-10-04 20:19:00,1016,Customer_1016,Canada,Net Banking
INV100993,P008,Power Bank,Accessories,1,29.99,29.99,2025-06-23 01:21:00,1009,Customer_1009,Germany,Credit Card
INV100994,P007,Monitor,Electronics,2,150.0,300.0,2025-12-01 21:33:00,1054,Customer_1054,Canada,Net Banking
INV100995,P003,USB Cable,Accessories,10,5.99,59.9,2025-02-06 01:47:00,1059,Customer_1059,USA,PayPal
INV100996,P001,Wireless Mouse,Electronics,8,15.99,127.92,2025-01-24 07:44:00,1158,Customer_1158,Germany,Debit Card
INV100997,P001,Wireless Mouse,Electronics,3,15.99,47.97,2025-01-26 09:52:00,1161,Customer_1161,India,PayPal
INV100998,P010,Desk Lamp,Home,3,22.5,67.5,2025-02-02 03:07:00,1151,Customer_1151,Canada,Net Banking
INV100999,P010,Desk Lamp,Home,4,22.5,90.0,2025-04-14 13:21:00,1016,Customer_1016,Germany,PayPal
INV101000,P006,Webcam,Electronics,2,55.0,110.0,2025-10-22 17:08:00,1175,Customer_1175,UK,Debit Card
